FIPS	State	County	Variable	population
55001	Wisconsin	Adams	population	20733
55003	Wisconsin	Ashland	population	16142
55005	Wisconsin	Barron	population	45883
55007	Wisconsin	Bayfield	population	15099
55009	Wisconsin	Brown	population	251412
55011	Wisconsin	Buffalo	population	13539
55013	Wisconsin	Burnett	population	15504
55015	Wisconsin	Calumet	population	49490
55017	Wisconsin	Chippewa	population	62778
55019	Wisconsin	Clark	population	34742
55021	Wisconsin	Columbia	population	56909
55023	Wisconsin	Crawford	population	16714
55025	Wisconsin	Dane	population	495959
55027	Wisconsin	Dodge	population	88661
55029	Wisconsin	Door	population	27820
55031	Wisconsin	Douglas	population	44105
55033	Wisconsin	Dunn	population	43971
55035	Wisconsin	Eau Claire	population	99879
55037	Wisconsin	Florence	population	4440
55039	Wisconsin	Fond du Lac	population	102079
55041	Wisconsin	Forest	population	9236
55043	Wisconsin	Grant	population	51210
55045	Wisconsin	Green	population	36891
55047	Wisconsin	Green Lake	population	19094
55049	Wisconsin	Iowa	population	23599
55051	Wisconsin	Iron	population	5894
55053	Wisconsin	Jackson	population	20565
55055	Wisconsin	Jefferson	population	83943
55057	Wisconsin	Juneau	population	26722
55059	Wisconsin	Kenosha	population	167293
55061	Wisconsin	Kewaunee	population	20589
55063	Wisconsin	La Crosse	population	115572
55065	Wisconsin	Lafayette	population	16815
55067	Wisconsin	Langlade	population	19786
55069	Wisconsin	Lincoln	population	28602
55071	Wisconsin	Manitowoc	population	80976
55073	Wisconsin	Marathon	population	134400
55075	Wisconsin	Marinette	population	41656
55077	Wisconsin	Marquette	population	15439
55078	Wisconsin	Menominee	population	4348
55079	Wisconsin	Milwaukee	population	952532
55081	Wisconsin	Monroe	population	45050
55083	Wisconsin	Oconto	population	37468
55085	Wisconsin	Oneida	population	35801
55087	Wisconsin	Outagamie	population	177913
55089	Wisconsin	Ozaukee	population	86568
55091	Wisconsin	Pepin	population	7412
55093	Wisconsin	Pierce	population	40862
55095	Wisconsin	Polk	population	44040
55097	Wisconsin	Portage	population	70084
55099	Wisconsin	Price	population	13994
55101	Wisconsin	Racine	population	195388
55103	Wisconsin	Richland	population	17983
55105	Wisconsin	Rock	population	160092
55107	Wisconsin	Rusk	population	14621
55109	Wisconsin	St. Croix	population	84922
55111	Wisconsin	Sauk	population	62290
55113	Wisconsin	Sawyer	population	16596
55115	Wisconsin	Shawano	population	41754
55117	Wisconsin	Sheboygan	population	115149
55119	Wisconsin	Taylor	population	20661
55121	Wisconsin	Trempealeau	population	29001
55123	Wisconsin	Vernon	population	29954
55125	Wisconsin	Vilas	population	21442
55127	Wisconsin	Walworth	population	102931
55129	Wisconsin	Washburn	population	15912
55131	Wisconsin	Washington	population	132386
55133	Wisconsin	Waukesha	population	390730
55135	Wisconsin	Waupaca	population	52682
55137	Wisconsin	Waushara	population	24576
55139	Wisconsin	Winnebago	population	167699
55141	Wisconsin	Wood	population	74785
56001	Wyoming	Albany	population	36889
56003	Wyoming	Big Horn	population	11759
56005	Wyoming	Campbell	population	46618
56007	Wyoming	Carbon	population	15786
56009	Wyoming	Converse	population	13755
56011	Wyoming	Crook	population	7111
56013	Wyoming	Fremont	population	40579
56015	Wyoming	Goshen	population	13536
56017	Wyoming	Hot Springs	population	4799
56019	Wyoming	Johnson	population	8642
56021	Wyoming	Laramie	population	92680
56023	Wyoming	Lincoln	population	18071
56025	Wyoming	Natrona	population	76366
56027	Wyoming	Niobrara	population	2491
56029	Wyoming	Park	population	28592
56031	Wyoming	Platte	population	8796
56033	Wyoming	Sheridan	population	29239
56035	Wyoming	Sublette	population	10146
56037	Wyoming	Sweetwater	population	44175
56039	Wyoming	Teton	population	21548
56041	Wyoming	Uinta	population	20985
56043	Wyoming	Washakie	population	8487
56045	Wyoming	Weston	population	7108
